1539727150	2
1539727151	10
1539727152	8
1539727153	5
1539727154	0
1539727155	2
1539727156	2
1539727157	7
1539727158	0
1539727159	1
1539727160	0
1539727161	14
1539727162	0
1539727163	0
1539727164	3
1539727165	4
1539727166	10
1539727167	8
1539727168	3
1539727169	1
1539727170	0
1539727171	1
1539727172	0
1539727173	3
1539727174	11
1539727175	17
1539727176	5
1539727177	8
1539727178	9
1539727179	4
1539727180	3
1539727181	0
1539727182	0
1539727183	22
1539727184	0
1539727185	1
1539727186	7
1539727187	4
1539727188	0
1539727189	15
1539727190	0
1539727191	1
1539727192	34
1539727193	0
1539727194	9
1539727195	31
1539727196	1
1539727197	16
1539727198	1
1539727199	10
1539727200	0
1539727201	0
1539727202	5
1539727203	56
1539727204	63
1539727205	12
1539727206	19
1539727207	20
1539727208	11
1539727209	107
1539727210	36
1539727211	14
1539727212	6
1539727213	0
1539727214	14
1539727215	14
1539727216	5
1539727217	3
1539727218	0
1539727219	2
1539727220	22
1539727221	4
1539727222	6
1539727223	6
1539727224	3
1539727225	4
1539727226	4
1539727227	2
1539727228	4
1539727229	10
1539727230	62
1539727231	66
1539727232	50
1539727233	19
1539727234	17
1539727235	36
1539727236	15
1539727237	41
1539727238	30
1539727239	110
1539727240	78
1539727241	35
1539727242	1
1539727243	2
1539727244	12
1539727245	18
1539727246	8
1539727247	5
1539727248	8
1539727249	40
1539727250	18
1539727251	3
1539727252	10
1539727253	2
1539727254	0
1539727255	3
1539727256	0
1539727257	2
1539727258	2
1539727259	4
1539727260	14
1539727261	21
1539727262	20
1539727263	46
1539727264	12
1539727265	83
1539727266	24
1539727267	7
1539727268	3
1539727269	1
1539727270	10
1539727271	3
1539727272	1
1539727273	7
1539727274	3
1539727275	6
1539727276	0
1539727277	5
1539727278	0
1539727279	14
1539727280	3
1539727281	94
1539727282	13
1539727283	5
1539727284	169
1539727285	3
1539727286	1
1539727287	4
1539727288	0
1539727289	34
1539727290	10
1539727291	3
1539727292	0
1539727293	13
1539727294	21
1539727295	23
1539727296	260
1539727297	268
1539727298	26
1539727299	3
1539727300	3
1539727301	6
1539727302	0
1539727303	0
1539727304	0
1539727305	1
1539727306	0
1539727307	0
1539727308	8
1539727309	14
1539727310	8
1539727311	45
1539727312	1
1539727313	0
1539727314	4
1539727315	5
1539727316	0
1539727317	7
1539727318	1
1539727319	0
1539727320	0
1539727321	31
1539727322	8
1539727323	22
1539727324	46
1539727325	12
1539727326	60
1539727327	9
1539727328	2
1539727329	2
1539727330	5
1539727331	3
1539727332	0
1539727333	0
1539727334	0
1539727335	103
1539727336	119
1539727337	9
1539727338	16
1539727339	27
1539727340	3
1539727341	110
1539727342	220
1539727343	101
1539727344	0
1539727345	22
1539727346	8
1539727347	5
1539727348	2
1539727349	95
1539727350	88
1539727351	25
1539727352	13
1539727353	39
1539727354	8
1539727355	1
1539727356	34
1539727357	28
1539727358	5
1539727359	15
1539727360	10
1539727361	4
1539727362	33
1539727363	37
1539727364	19
1539727365	22
1539727366	10
1539727367	0
1539727368	1
1539727369	29
1539727370	8
1539727371	9
1539727372	8
1539727373	24
1539727374	12
1539727375	14
1539727376	0
1539727377	126
1539727378	11
1539727379	0
1539727380	2
1539727381	29
1539727382	12
1539727383	21
1539727384	44
1539727385	41
1539727386	10
