1539727180	18
1539727181	48
1539727182	26
1539727183	34
1539727184	35
1539727185	31
1539727186	35
1539727187	31
1539727188	30
1539727189	46
1539727190	40
1539727191	29
1539727192	30
1539727193	43
1539727194	45
1539727195	25
1539727196	6
1539727197	19
1539727198	44
1539727199	29
1539727200	31
1539727201	58
1539727202	45
1539727203	13
1539727204	58
1539727205	37
1539727206	29
1539727207	18
1539727208	50
1539727209	40
1539727210	41
1539727211	34
1539727212	33
1539727213	33
1539727214	38
1539727215	34
1539727216	45
1539727217	55
1539727218	33
1539727219	40
1539727220	26
1539727221	33
1539727222	13
1539727223	26
1539727224	62
1539727225	18
1539727226	29
1539727227	16
1539727228	29
1539727229	24
1539727230	22
1539727231	31
1539727232	21
1539727233	43
1539727234	21
1539727235	24
1539727236	19
1539727237	22
1539727238	38
1539727239	24
1539727240	27
1539727241	38
1539727242	29
1539727243	19
1539727244	33
1539727245	33
1539727246	23
1539727247	34
1539727248	23
1539727249	42
1539727250	16
1539727251	2
1539727252	14
1539727253	30
1539727254	27
1539727255	15
1539727256	29
1539727257	20
1539727258	24
1539727259	40
1539727260	24
1539727261	10
1539727262	17
1539727263	37
1539727264	25
1539727265	35
1539727266	15
1539727267	13
1539727268	30
1539727269	21
1539727270	22
1539727271	26
1539727272	20
1539727273	27
1539727274	18
1539727275	19
1539727276	45
1539727277	22
1539727278	30
1539727279	49
1539727280	19
1539727281	27
1539727282	21
1539727283	13
1539727284	17
1539727285	16
1539727286	29
1539727287	43
1539727288	26
1539727289	40
1539727290	25
1539727291	45
1539727292	38
1539727293	24
1539727294	17
1539727295	27
1539727296	49
1539727297	38
1539727298	41
1539727299	29
1539727300	27
1539727301	31
1539727302	31
1539727303	38
1539727304	19
1539727305	15
1539727306	29
1539727307	32
1539727308	29
1539727309	22
1539727310	30
1539727311	24
1539727312	45
1539727313	29
1539727314	36
1539727315	31
1539727316	16
1539727317	31
1539727318	42
1539727319	19
1539727320	31
1539727321	40
1539727322	62
1539727323	32
1539727324	23
1539727325	42
1539727326	35
1539727327	31
1539727328	23
1539727329	23
1539727330	25
1539727331	37
1539727332	19
1539727333	22
1539727334	21
1539727335	20
1539727336	26
1539727337	23
1539727338	36
1539727339	39
1539727340	21
1539727341	18
1539727342	25
1539727343	36
1539727344	21
1539727345	27
1539727346	21
1539727347	33
1539727348	27
1539727349	32
1539727350	30
1539727351	15
1539727352	28
1539727353	14
1539727354	31
1539727355	34
1539727356	24
1539727357	21
1539727358	12
1539727359	20
1539727360	18
1539727361	21
1539727362	25
1539727363	47
1539727364	25
1539727365	23
1539727366	35
1539727367	42
1539727368	17
1539727369	26
1539727370	19
1539727371	23
1539727372	26
1539727373	17
1539727374	25
1539727375	56
1539727376	55
1539727377	52
1539727378	16
1539727379	16
1539727380	15
1539727381	10
1539727382	23
1539727383	19
1539727384	23
1539727385	26
1539727386	29
1539727387	12
1539727388	48
1539727389	28
1539727390	42
1539727391	24
1539727392	48
1539727393	40
1539727394	27
1539727395	48
1539727396	15
1539727397	48
1539727398	31
1539727399	33
1539727400	27
1539727401	30
1539727402	46
1539727403	36
1539727404	27
1539727405	22
1539727406	28
1539727407	28
1539727408	23
1539727409	28
1539727410	21
1539727411	33
1539727412	33
1539727413	31
1539727414	30
1539727415	28
1539727416	30
1539727417	29
1539727418	28
1539727419	21
1539727420	32
1539727421	29
1539727422	18
1539727423	36
1539727424	34
1539727425	14
1539727426	28
1539727427	28
1539727428	34
1539727429	36
1539727430	48
1539727431	27
1539727432	35
1539727433	54
1539727434	37
1539727435	31
1539727436	31
1539727437	37
1539727438	16
1539727439	12
1539727440	35
1539727441	29
1539727442	19
1539727443	35
1539727444	16
1539727445	29
1539727446	17
1539727447	12
1539727448	35
1539727449	19
1539727450	45
1539727451	14
1539727452	15
1539727453	20
1539727454	24
1539727455	21
1539727456	46
1539727457	29
1539727458	20
1539727459	34
1539727460	31
1539727461	18
1539727462	16
1539727463	26
1539727464	31
1539727465	12
1539727466	27
1539727467	18
1539727468	23
1539727469	24
1539727470	21
1539727471	18
1539727472	30
1539727473	13
1539727474	24
1539727475	19
1539727476	22
1539727477	16
1539727478	29
1539727479	30
1539727480	39
1539727481	27
1539727482	32
1539727483	44
1539727484	28
1539727485	27
1539727486	29
1539727487	14
1539727488	12
1539727489	27
1539727490	22
1539727491	27
1539727492	33
1539727493	49
1539727494	22
1539727495	25
1539727496	30
1539727497	25
1539727498	19
1539727499	40
1539727500	46
1539727501	46
1539727502	20
1539727503	34
1539727504	19
1539727505	51
1539727506	26
1539727507	31
1539727508	23
1539727509	22
1539727510	22
1539727511	25
1539727512	30
1539727513	29
1539727514	30
1539727515	41
1539727516	40
1539727517	16
1539727518	24
1539727519	27
1539727520	38
1539727521	25
1539727522	21
1539727523	22
1539727524	29
1539727525	20
1539727526	36
1539727527	26
1539727528	17
1539727529	23
1539727530	22
1539727531	31
1539727532	24
1539727533	20
1539727534	25
1539727535	12
1539727536	48
1539727537	37
1539727538	16
1539727539	27
1539727540	22
1539727541	34
1539727542	44
1539727543	40
1539727544	38
1539727545	26
1539727546	30
1539727547	24
1539727548	33
1539727549	13
1539727550	30
1539727551	31
1539727552	29
1539727553	21
1539727554	19
1539727555	22
1539727556	17
1539727557	19
1539727558	22
1539727559	19
1539727560	32
1539727561	17
1539727562	23
1539727563	31
1539727564	30
1539727565	17
1539727566	13
1539727567	42
1539727568	35
1539727569	21
1539727570	13
